=== GAI OS QUALITY GATE ===
[AUDIT_SERVER] GET /images/articles/cover_best-amazon-gadgets-march-2025_1772533913623.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-amazon-gadgets-march-2025_1772533913623.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_top-5-flagship-gadgets-2025_1772533854396.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_top-5-flagship-gadgets-2025_1772533854396.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-tech-gadgets-comparison-2025_1772533800756.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-tech-gadgets-comparison-2025_1772533800756.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/framework-laptop.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/framework-laptop.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/content_best-gaming-accessories-2025_2_1772533778451.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/content_best-gaming-accessories-2025_2_1772533778451.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/eco-friendly-2025.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/eco-friendly-2025.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/smart-home-gadgets-2025.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/smart-home-gadgets-2025.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/ai-tech-products-2025.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/ai-tech-products-2025.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_iphone-17-vs-samsung-s25_1772533824485.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_iphone-17-vs-samsung-s25_1772533824485.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_summer-2025-laptop-buying-guide_1771429759483.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_summer-2025-laptop-buying-guide_1771429759483.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/best-laptops-2025.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/best-laptops-2025.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-mechanical-keyboards-2025_1771430379013.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-mechanical-keyboards-2025_1771430379013.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-smart-home-devices-2025_1771430240012.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-smart-home-devices-2025_1771430240012.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-portable-monitors-2025_1771430339272.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-portable-monitors-2025_1771430339272.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-gaming-headsets-2025_1771430150768.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-gaming-headsets-2025_1771430150768.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_ai-assistants-comparison-2025_1771429979469.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_ai-assistants-comparison-2025_1771429979469.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-wireless-earbuds-2025_1771429901077.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-wireless-earbuds-2025_1771429901077.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-amazon-gadgets-march-2025_1772533758253.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-amazon-gadgets-march-2025_1772533758253.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_top-wireless-earbuds-2025-comparison_1772533866430.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_top-wireless-earbuds-2025-comparison_1772533866430.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/apple-watch-ultra-2.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/apple-watch-ultra-2.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_sony-wh-1000xm5-review_1772533836261.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_sony-wh-1000xm5-review_1772533836261.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/iphone-17-pro-official.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/iphone-17-pro-official.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/dji-mini-4-pro.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/dji-mini-4-pro.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/iphone-17-pro-max-camera.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/iphone-17-pro-max-camera.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/budget-tech-gadgets-2024.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/budget-tech-gadgets-2024.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_iphone-16-pro-max-review_1772533819702.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_iphone-16-pro-max-review_1772533819702.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/iphone-16-pro-max.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/iphone-16-pro-max.jpg (Exists: true)
[AUDIT_SERVER] GET / -> /Users/jakubnetza/Desktop/GAI/public/ (Exists: true)
[AUDIT_SERVER] GET /css/design-system.css -> /Users/jakubnetza/Desktop/GAI/public/css/design-system.css (Exists: true)
[AUDIT_SERVER] GET /css/styles.css -> /Users/jakubnetza/Desktop/GAI/public/css/styles.css (Exists: true)
[AUDIT_SERVER] GET /css/article.css -> /Users/jakubnetza/Desktop/GAI/public/css/article.css (Exists: true)
[AUDIT_SERVER] GET /css/amazon-cta.css -> /Users/jakubnetza/Desktop/GAI/public/css/amazon-cta.css (Exists: true)
[AUDIT_SERVER] GET /images/logo.png -> /Users/jakubnetza/Desktop/GAI/public/images/logo.png (Exists: true)
[AUDIT_SERVER] GET /js/analytics.js?v=1.1 -> /Users/jakubnetza/Desktop/GAI/public/js/analytics.js (Exists: true)
[AUDIT_SERVER] GET /js/articles-data.js -> /Users/jakubnetza/Desktop/GAI/public/js/articles-data.js (Exists: true)
[AUDIT_SERVER] GET /js/main.js?v=1.3 -> /Users/jakubnetza/Desktop/GAI/public/js/main.js (Exists: true)
[AUDIT_SERVER] GET /data/articles/index.json -> /Users/jakubnetza/Desktop/GAI/public/data/articles/index.json (Exists: true)
[AUDIT_SERVER] POST /api/analytics/collect -> /Users/jakubnetza/Desktop/GAI/public/api/analytics/collect (Exists: true)
[AUDIT_SERVER] GET /favicon.ico -> /Users/jakubnetza/Desktop/GAI/public/favicon.ico (Exists: true)
[AUDIT_SERVER] GET /favicon.ico -> /Users/jakubnetza/Desktop/GAI/public/favicon.ico (Exists: true)
[AUDIT_SERVER] GET /images/articles/pixel-10a-vs-iphone-se-4-main.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/pixel-10a-vs-iphone-se-4-main.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_top-10-smart-home-gadgets-amazon-2025_1772533992513.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_top-10-smart-home-gadgets-amazon-2025_1772533992513.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/meta-quest-3s-review-main.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/meta-quest-3s-review-main.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-tech-gadgets-comparison-2025_1772533948164.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-tech-gadgets-comparison-2025_1772533948164.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/sony-wh-1000xm5-anc.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/sony-wh-1000xm5-anc.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/razer-v4-pro-vs-logitech-g915x-comparison-main.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/razer-v4-pro-vs-logitech-g915x-comparison-main.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_top-ai-gadgets-amazon-2025_1772534001676.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_top-ai-gadgets-amazon-2025_1772534001676.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-amazon-gadgets-march-2025_1772533913623.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-amazon-gadgets-march-2025_1772533913623.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_top-5-flagship-gadgets-2025_1772533854396.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_top-5-flagship-gadgets-2025_1772533854396.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-tech-gadgets-comparison-2025_1772533800756.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-tech-gadgets-comparison-2025_1772533800756.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/article6-cover.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/article6-cover.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/iphone-se-4-vs-pixel-10a-main.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/iphone-se-4-vs-pixel-10a-main.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/framework-laptop.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/framework-laptop.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/content_best-gaming-accessories-2025_2_1772533778451.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/content_best-gaming-accessories-2025_2_1772533778451.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/eco-friendly-2025.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/eco-friendly-2025.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/smart-home-gadgets-2025.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/smart-home-gadgets-2025.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/ai-tech-products-2025.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/ai-tech-products-2025.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_iphone-17-vs-samsung-s25_1772533824485.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_iphone-17-vs-samsung-s25_1772533824485.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_summer-2025-laptop-buying-guide_1771429759483.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_summer-2025-laptop-buying-guide_1771429759483.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/best-laptops-2025.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/best-laptops-2025.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-mechanical-keyboards-2025_1771430379013.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-mechanical-keyboards-2025_1771430379013.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-smart-home-devices-2025_1771430240012.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-smart-home-devices-2025_1771430240012.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-portable-monitors-2025_1771430339272.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-portable-monitors-2025_1771430339272.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-gaming-headsets-2025_1771430150768.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-gaming-headsets-2025_1771430150768.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_ai-assistants-comparison-2025_1771429979469.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_ai-assistants-comparison-2025_1771429979469.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-wireless-earbuds-2025_1771429901077.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-wireless-earbuds-2025_1771429901077.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-amazon-gadgets-march-2025_1772533758253.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-amazon-gadgets-march-2025_1772533758253.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_top-wireless-earbuds-2025-comparison_1772533866430.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_top-wireless-earbuds-2025-comparison_1772533866430.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/apple-watch-ultra-2.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/apple-watch-ultra-2.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_sony-wh-1000xm5-review_1772533836261.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_sony-wh-1000xm5-review_1772533836261.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/iphone-17-pro-official.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/iphone-17-pro-official.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/dji-mini-4-pro.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/dji-mini-4-pro.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/iphone-17-pro-max-camera.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/iphone-17-pro-max-camera.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/budget-tech-gadgets-2024.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/budget-tech-gadgets-2024.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_iphone-16-pro-max-review_1772533819702.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_iphone-16-pro-max-review_1772533819702.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/iphone-16-pro-max.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/iphone-16-pro-max.jpg (Exists: true)
[AUDIT_SERVER] GET /article.html?id=samsung-galaxy-buds-4-pro-review -> /Users/jakubnetza/Desktop/GAI/public/article.html (Exists: true)
[AUDIT_SERVER] GET /css/design-system.css -> /Users/jakubnetza/Desktop/GAI/public/css/design-system.css (Exists: true)
[AUDIT_SERVER] GET /css/styles.css -> /Users/jakubnetza/Desktop/GAI/public/css/styles.css (Exists: true)
[AUDIT_SERVER] GET /css/article.css -> /Users/jakubnetza/Desktop/GAI/public/css/article.css (Exists: true)
[AUDIT_SERVER] GET /images/logo.png -> /Users/jakubnetza/Desktop/GAI/public/images/logo.png (Exists: true)
[AUDIT_SERVER] GET /css/amazon-cta.css -> /Users/jakubnetza/Desktop/GAI/public/css/amazon-cta.css (Exists: true)
[AUDIT_SERVER] GET /js/analytics.js?v=1.1 -> /Users/jakubnetza/Desktop/GAI/public/js/analytics.js (Exists: true)
[AUDIT_SERVER] GET /js/main.js?v=1.3 -> /Users/jakubnetza/Desktop/GAI/public/js/main.js (Exists: true)
[AUDIT_SERVER] GET /data/articles/index.json -> /Users/jakubnetza/Desktop/GAI/public/data/articles/index.json (Exists: true)
[AUDIT_SERVER] POST /api/analytics/collect -> /Users/jakubnetza/Desktop/GAI/public/api/analytics/collect (Exists: true)
[AUDIT_SERVER] GET /data/articles/samsung-galaxy-buds-4-pro-review.json -> /Users/jakubnetza/Desktop/GAI/public/data/articles/samsung-galaxy-buds-4-pro-review.json (Exists: true)
[AUDIT_SERVER] GET /favicon.ico -> /Users/jakubnetza/Desktop/GAI/public/favicon.ico (Exists: true)
[AUDIT_SERVER] GET /favicon.ico -> /Users/jakubnetza/Desktop/GAI/public/favicon.ico (Exists: true)
[AUDIT_SERVER] GET /images/articles/article6-cover.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/article6-cover.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/iphone-se-4-vs-pixel-10a-main.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/iphone-se-4-vs-pixel-10a-main.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/pixel-10a-vs-iphone-se-4-main.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/pixel-10a-vs-iphone-se-4-main.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_top-10-smart-home-gadgets-amazon-2025_1772533992513.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_top-10-smart-home-gadgets-amazon-2025_1772533992513.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/meta-quest-3s-review-main.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/meta-quest-3s-review-main.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-tech-gadgets-comparison-2025_1772533948164.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-tech-gadgets-comparison-2025_1772533948164.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/sony-wh-1000xm5-anc.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/sony-wh-1000xm5-anc.jpg (Exists: true)
[AUDIT_SERVER] GET /article.html?id=samsung-galaxy-buds-4-pro-review -> /Users/jakubnetza/Desktop/GAI/public/article.html (Exists: true)
[AUDIT_SERVER] GET /css/design-system.css -> /Users/jakubnetza/Desktop/GAI/public/css/design-system.css (Exists: true)
[AUDIT_SERVER] GET /css/styles.css -> /Users/jakubnetza/Desktop/GAI/public/css/styles.css (Exists: true)
[AUDIT_SERVER] GET /css/article.css -> /Users/jakubnetza/Desktop/GAI/public/css/article.css (Exists: true)
[AUDIT_SERVER] GET /css/amazon-cta.css -> /Users/jakubnetza/Desktop/GAI/public/css/amazon-cta.css (Exists: true)
[AUDIT_SERVER] GET /images/logo.png -> /Users/jakubnetza/Desktop/GAI/public/images/logo.png (Exists: true)
[AUDIT_SERVER] GET /js/analytics.js?v=1.1 -> /Users/jakubnetza/Desktop/GAI/public/js/analytics.js (Exists: true)
[AUDIT_SERVER] GET /js/main.js?v=1.3 -> /Users/jakubnetza/Desktop/GAI/public/js/main.js (Exists: true)
[AUDIT_SERVER] GET /data/articles/index.json -> /Users/jakubnetza/Desktop/GAI/public/data/articles/index.json (Exists: true)
[AUDIT_SERVER] POST /api/analytics/collect -> /Users/jakubnetza/Desktop/GAI/public/api/analytics/collect (Exists: true)
[AUDIT_SERVER] GET /data/articles/samsung-galaxy-buds-4-pro-review.json -> /Users/jakubnetza/Desktop/GAI/public/data/articles/samsung-galaxy-buds-4-pro-review.json (Exists: true)
[AUDIT_SERVER] GET /favicon.ico -> /Users/jakubnetza/Desktop/GAI/public/favicon.ico (Exists: true)
[AUDIT_SERVER] GET /images/articles/article6-cover.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/article6-cover.jpg (Exists: true)
[AUDIT_SERVER] GET /favicon.ico -> /Users/jakubnetza/Desktop/GAI/public/favicon.ico (Exists: true)
[AUDIT_SERVER] GET /images/articles/iphone-se-4-vs-pixel-10a-main.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/iphone-se-4-vs-pixel-10a-main.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/pixel-10a-vs-iphone-se-4-main.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/pixel-10a-vs-iphone-se-4-main.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_top-10-smart-home-gadgets-amazon-2025_1772533992513.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_top-10-smart-home-gadgets-amazon-2025_1772533992513.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/meta-quest-3s-review-main.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/meta-quest-3s-review-main.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-tech-gadgets-comparison-2025_1772533948164.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-tech-gadgets-comparison-2025_1772533948164.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/sony-wh-1000xm5-anc.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/sony-wh-1000xm5-anc.jpg (Exists: true)
[AUDIT_SERVER] GET /article.html?id=iphone-se-4-vs-pixel-10a-comparison -> /Users/jakubnetza/Desktop/GAI/public/article.html (Exists: true)
[AUDIT_SERVER] GET /css/design-system.css -> /Users/jakubnetza/Desktop/GAI/public/css/design-system.css (Exists: true)
[AUDIT_SERVER] GET /css/styles.css -> /Users/jakubnetza/Desktop/GAI/public/css/styles.css (Exists: true)
[AUDIT_SERVER] GET /css/article.css -> /Users/jakubnetza/Desktop/GAI/public/css/article.css (Exists: true)
[AUDIT_SERVER] GET /css/amazon-cta.css -> /Users/jakubnetza/Desktop/GAI/public/css/amazon-cta.css (Exists: true)
[AUDIT_SERVER] GET /images/logo.png -> /Users/jakubnetza/Desktop/GAI/public/images/logo.png (Exists: true)
[AUDIT_SERVER] GET /js/analytics.js?v=1.1 -> /Users/jakubnetza/Desktop/GAI/public/js/analytics.js (Exists: true)
[AUDIT_SERVER] GET /js/main.js?v=1.3 -> /Users/jakubnetza/Desktop/GAI/public/js/main.js (Exists: true)
[AUDIT_SERVER] GET /data/articles/index.json -> /Users/jakubnetza/Desktop/GAI/public/data/articles/index.json (Exists: true)
[AUDIT_SERVER] POST /api/analytics/collect -> /Users/jakubnetza/Desktop/GAI/public/api/analytics/collect (Exists: true)
[AUDIT_SERVER] GET /data/articles/iphone-se-4-vs-pixel-10a-comparison.json -> /Users/jakubnetza/Desktop/GAI/public/data/articles/iphone-se-4-vs-pixel-10a-comparison.json (Exists: true)
[AUDIT_SERVER] GET /favicon.ico -> /Users/jakubnetza/Desktop/GAI/public/favicon.ico (Exists: true)
[AUDIT_SERVER] GET /images/articles/iphone-se-4-vs-pixel-10a-main.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/iphone-se-4-vs-pixel-10a-main.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/iphone-se-4-design.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/iphone-se-4-design.jpg (Exists: true)
[AUDIT_SERVER] GET /favicon.ico -> /Users/jakubnetza/Desktop/GAI/public/favicon.ico (Exists: true)
[AUDIT_SERVER] GET /images/articles/article6-cover.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/article6-cover.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/pixel-10a-vs-iphone-se-4-main.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/pixel-10a-vs-iphone-se-4-main.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_top-10-smart-home-gadgets-amazon-2025_1772533992513.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_top-10-smart-home-gadgets-amazon-2025_1772533992513.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/meta-quest-3s-review-main.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/meta-quest-3s-review-main.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/cover_best-tech-gadgets-comparison-2025_1772533948164.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/cover_best-tech-gadgets-comparison-2025_1772533948164.jpg (Exists: true)
[AUDIT_SERVER] GET /images/articles/sony-wh-1000xm5-anc.jpg -> /Users/jakubnetza/Desktop/GAI/public/images/articles/sony-wh-1000xm5-anc.jpg (Exists: true)
[AUDIT_SERVER] GET /article.html?id=iphone-se-4-vs-pixel-10a-comparison -> /Users/jakubnetza/Desktop/GAI/public/article.html (Exists: true)
[AUDIT_SERVER] GET /css/design-system.css -> /Users/jakubnetza/Desktop/GAI/public/css/design-system.css (Exists: true)
[AUDIT_SERVER] GET /css/styles.css -> /Users/jakubnetza/Desktop/GAI/public/css/styles.css (Exists: true)
[AUDIT_SERVER] GET /css/article.css -> /Users/jakubnetza/Desktop/GAI/public/css/article.css (Exists: true)
